Season,Playoffs,Rk,G,Date,Days Off,Age,Age-Decimal,Tm,Home,Opp,Result,WinLoss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2016-2017,0,56,53,2/23/2017,4.00,32-055,32.15068493,CLE,1,NYK,15,W,1,37:06:00,7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,1,18,22.4,10
2016-2017,0,58,54,2/27/2017,2.00,32-059,32.16164384,CLE,1,MIL,7,W,1,37:11:00,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,24,21.8,8
2016-2017,0,59,55,3/1/2017,2.00,32-061,32.16712329,CLE,0,BOS,-4,L,1,40:02:00,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,28,25.5,-3
2016-2017,0,60,56,3/3/2017,3.00,32-063,32.17260274,CLE,0,ATL,5,W,1,39:10:00,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,29.4,5
2016-2017,0,62,57,3/6/2017,3.00,32-066,32.18082192,CLE,1,MIA,-8,L,1,38:41:00,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,30,25.8,14
2016-2017,0,63,58,3/9/2017,2.00,32-069,32.1890411,CLE,0,DET,-5,L,1,39:05:00,12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,1,29,27.6,18
2016-2017,0,64,59,3/11/2017,1.00,32-071,32.19452055,CLE,0,ORL,12,W,1,37:34:00,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,24,23.3,12
2016-2017,0,65,60,3/12/2017,2.00,32-072,32.19726027,CLE,0,HOU,-5,L,1,40:10:00,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,19.2,-9
2016-2017,0,66,61,3/14/2017,2.00,32-074,32.20273973,CLE,1,DET,32,W,1,28:24:00,6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,0,16,19.3,22
2016-2017,0,67,62,3/16/2017,3.00,32-076,32.20821918,CLE,1,UTA,8,W,1,38:15:00,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,26.1,14
2016-2017,0,69,63,3/19/2017,3.00,32-079,32.21643836,CLE,0,LAL,5,W,1,37:51:00,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,26.5,12
2016-2017,0,70,64,3/22/2017,2.00,32-082,32.22465753,CLE,0,DEN,-13,L,1,34:10:00,8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,1,18,13.7,-30
2016-2017,0,71,65,3/24/2017,1.00,32-084,32.23013699,CLE,0,CHO,7,W,1,39:54:00,9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,2,32,33,1
2016-2017,0,72,66,3/25/2017,2.00,32-085,32.23287671,CLE,1,WAS,-12,L,1,40:35:00,10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,2,24,19.5,-11
2016-2017,0,73,67,3/27/2017,3.00,32-087,32.23835616,CLE,0,SAS,-29,L,1,29:32:00,7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,3,17,12.7,-13
2016-2017,0,74,68,3/30/2017,1.00,32-090,32.24657534,CLE,0,CHI,-6,L,1,39:07:00,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,21.5,-3
2016-2017,0,75,69,3/31/2017,2.00,32-091,32.24931507,CLE,1,PHI,17,W,1,29:56:00,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,34,27.9,31
2016-2017,0,76,70,4/2/2017,2.00,32-093,32.25479452,CLE,1,IND,5,W,1,51:39:00,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,41,38.3,-1
2016-2017,0,77,71,4/4/2017,1.00,32-095,32.26027397,CLE,1,ORL,20,W,1,37:06:00,7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,2,18,17.5,17
2016-2017,0,78,72,4/5/2017,2.00,32-096,32.2630137,CLE,0,BOS,23,W,1,38:33:00,14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,3,36,32.4,32
2016-2017,0,79,73,4/7/2017,2.00,32-098,32.26849315,CLE,1,ATL,-14,L,1,41:25:00,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,27,24.4,-15
2016-2017,0,80,74,4/9/2017,6.00,32-100,32.2739726,CLE,0,ATL,-1,L,1,46:50:00,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,32,29.9,1
2016-2017,1,1,1,4/15/2017,2.00,32-106,32.29041096,CLE,1,IND,1,W,1,42:44:00,12,20,0.6,2,3,0.667,6,9,0.667,1,5,6,13,3,0,3,3,32,31.7,5
2016-2017,1,2,2,4/17/2017,3.00,32-108,32.29589041,CLE,1,IND,6,W,1,42:16:00,11,20,0.55,0,2,0,3,6,0.5,0,10,10,7,4,4,8,2,25,20.1,6
2016-2017,1,3,3,4/20/2017,3.00,32-111,32.30410959,CLE,0,IND,5,W,1,45:13:00,14,27,0.519,6,12,0.5,7,14,0.5,1,12,13,12,1,2,3,4,41,35.4,13
2016-2017,1,4,4,4/23/2017,8.00,32-114,32.31232877,CLE,0,IND,4,W,1,44:44:00,13,25,0.52,1,3,0.333,6,9,0.667,0,10,10,4,4,2,4,1,33,26.3,4
2016-2017,1,5,5,5/1/2017,2.00,32-122,32.33424658,CLE,1,TOR,11,W,1,41:02:00,13,23,0.565,2,5,0.4,7,8,0.875,2,8,10,4,1,1,3,2,35,28.2,16
2016-2017,1,6,6,5/3/2017,2.00,32-124,32.33972603,CLE,1,TOR,22,W,1,36:36:00,10,14,0.714,4,6,0.667,15,21,0.714,1,5,6,4,3,2,3,3,39,36,24
2016-2017,1,7,7,5/5/2017,2.00,32-126,32.34520548,CLE,0,TOR,21,W,1,40:38:00,9,16,0.563,2,4,0.5,15,16,0.938,0,8,8,7,1,0,5,1,35,29.9,20
2016-2017,1,8,8,5/7/2017,10.00,32-128,32.35068493,CLE,0,TOR,7,W,1,46:11:00,11,22,0.5,5,12,0.417,8,9,0.889,1,8,9,6,0,1,6,1,35,25.2,7
2016-2017,1,9,9,5/17/2017,2.00,32-138,32.37808219,CLE,0,BOS,13,W,1,41:58:00,14,24,0.583,1,6,0.167,9,11,0.818,2,7,9,7,2,0,2,2,38,33.6,17
2016-2017,1,10,10,5/19/2017,2.00,32-140,32.38356164,CLE,0,BOS,44,W,1,32:48:00,12,18,0.667,4,6,0.667,2,4,0.5,0,4,4,7,4,3,1,1,30,32.2,46
2016-2017,1,11,11,5/21/2017,2.00,32-142,32.3890411,CLE,1,BOS,-3,L,1,45:03:00,4,13,0.308,0,4,0,3,6,0.5,1,5,6,6,1,1,6,2,11,3.6,1
2016-2017,1,12,12,5/23/2017,2.00,32-144,32.39452055,CLE,1,BOS,13,W,1,38:16:00,15,27,0.556,1,6,0.167,3,4,0.75,0,5,5,6,1,1,5,4,34,21.5,7
2016-2017,1,13,13,5/25/2017,7.00,32-146,32.4,CLE,0,BOS,33,W,1,34:44:00,13,18,0.722,4,7,0.571,5,8,0.625,1,7,8,8,3,1,2,4,35,34.9,36
2016-2017,1,14,14,6/1/2017,3.00,32-153,32.41917808,CLE,0,GSW,-22,L,1,40:02:00,9,20,0.45,2,6,0.333,8,12,0.667,3,12,15,8,0,2,8,4,28,19.1,-22
2016-2017,1,15,15,6/4/2017,3.00,32-156,32.42739726,CLE,0,GSW,-19,L,1,39:22:00,12,18,0.667,1,3,0.333,4,5,0.8,0,11,11,14,3,1,4,2,29,32.8,-11
2016-2017,1,16,16,6/7/2017,2.00,32-159,32.43561644,CLE,1,GSW,-5,L,1,45:37:00,15,27,0.556,4,9,0.444,5,6,0.833,3,8,11,9,1,1,5,2,39,32.4,7
2016-2017,1,17,17,6/9/2017,3.00,32-161,32.44109589,CLE,1,GSW,21,W,1,40:46:00,11,22,0.5,3,8,0.375,6,10,0.6,1,9,10,11,1,0,2,2,31,27.7,32
2016-2017,1,18,18,6/12/2017,#NUM!,32-164,32.44931507,CLE,0,GSW,-9,L,1,46:13:00,19,30,0.633,2,5,0.4,1,4,0.25,2,11,13,8,2,1,2,3,41,36.2,-13
